filename,duration,flag,transcription
sama_nbl_13h18aug2021_0045.wav,6.6,N,eenkunubheni sinosharon motau ukhona nobobo da beat ngejwanasbhege mithandathu nje imizuzu ngemva kwesimbi yokuthoma
sama_nbl_13h18aug2021_0046.wav,5.8,N,namkha uthumele ku [email address] ethi sidemba zemini [at s_a_b_c dot c_o dot z_a]
sama_nbl_13h18aug2021_0047.wav,6.8,N,zemigodi eenkolweni zesifunda ngokuzeleko khesibone ke ukuthi ukhona umbikindaba ukatlego nyoni
sama_nbl_13h18aug2021_0048.wav,5.7,N,asamukele ukatlego nyoni osiqalele zona ke lezi ndaba kat siyakwamukela ikwekwezi lotjha 
sama_nbl_13h18feb2022_0001.wav,6,N,ebawaselako batjho amanzi abonakala nakaphuma lapha ngaphakathi kwetanka ijojo
sama_nbl_13h18feb2022_0002.wav,9.8,N,zenzeke ekhaya lakangazimbi namkha lomtjhotjhozeli nekabikela ikomiti yamapholisa epalamende umejeja sikhukhune
sama_nbl_13h18feb2022_0006.wav,7.8,N,asilaphazekile amanzi la namkha kwenzakalani ngetjhudu namhlanje sizokhe sifumane iimpendulo
sama_nbl_13h18feb2022_0009.wav,9,N,moitswadi mothiba nomhlali wezimbabwe uchisimango gumbo kanti ke ngazo lezi khesibone ke singabafunyana
sama_nbl_13h18feb2022_0010.wav,4.9,N,eh zemiphumela egcine iphumileko yehlolofuzo yabomma abahlanu kabalikhomba
sama_nbl_13h18feb2022_0011.wav,5.3,N,ababelethi namkhandlul ojamele iskolo emva kwalokho badosele
sama_nbl_13h18feb2022_0012.wav,6,N,ngonyaka ophelileko umsolwa ecaleneli lokubulawa kwabo u [prince] dube
sama_nbl_13h18feb2022_0014.wav,5.6,N,isigwebo sokulengiswa malungana nokubandakanyeka emilandelandeni yo
sama_nbl_13h18feb2022_0016.wav,11.6,N,ngesikolo salapha eskirlek ikutumela [primary school] esisemamelodi ngeskirlek khesizwe nakhona ukuthi umnyango wezefundo [gauteng] uyazi kangangani leendaba
sama_nbl_13h18feb2022_0018.wav,6.9,N,abentwana abana fenitjhara njengentulo neentafula ukuthi bakghone ukuthi bazisebenzise bahlale nabafika esikolweni
sama_nbl_13h18feb2022_0019.wav,4.7,N,bha asibuyele kuhleziphi nesiqhema sakhe semini nje
sama_nbl_13h18feb2022_0021.wav,5.3,N,kani ke hlangana nehlelo njengemhleni likhona ithuba lokuveza umbonwakho ngalokho okzwileko sikudemba namhlanje
sama_nbl_13h18feb2022_0022.wav,5.7,N,ngale kwalokho ke soke asiqale zalapha esikolweni sabangaphasi injomane esise mateisloop
sama_nbl_13h18feb2022_0024.wav,6.5,N,imemezele iinarha ezisithandathu zokuthoma ze afrika kubalwa nesewula afrika ezokwamukela
sama_nbl_13h18feb2022_0025.wav,10.1,N,ukuragela phambili neemfunda zabo kanti amapholisa athi izehlakalo ezinengi zokukata
sama_nbl_13h18feb2022_0026.wav,6.3,N,ukuqalene namacala wokubulala ukukata ukuthumba ukudlelezela nokuphambikisa umthetho
sama_nbl_13h18feb2022_0027.wav,6.4,N,batjho aphuma abonakala ane oli wonake amanzi la sokhe siziqinisekise ke leziindaba
sama_nbl_13h18feb2022_0030.wav,8.6,N,lapha igcine iphumile imiphumela yehlolofuzo yabomma abahlanu kabalikhomba babulawa ngemva kokuthi bathunjwe endaweni yesishego ngemankweng
sama_nbl_13h18feb2022_0031.wav,7.5,N,abakhulumela amapholisa wesifundeni selimpopo khesizwe ukuthi ke ithinike imiphumela yehlolofuzo
sama_nbl_13h18feb2022_0032.wav,5.2,N,ngesiqunto sekhotho ekulu yemthatha namhlanjesi ikhotho iqhithe
sama_nbl_13h18feb2022_0033.wav,5.1,N,kuzwakele sindana mhlanu nje imizuzu ngemva kwesimbi yokuthoma lihlelo sidemba zemini
sama_nbl_13h18feb2022_0034.wav,6.6,N,iqithe isibawo sababelethi sokukatelela umnyango wezefundo ukukhupha imiphumela yanyakenye
sama_nbl_13h18feb2022_0035.wav,8,N,onikele nanemninigwane yezehlakalozokukata ezenzeke njengengcenye yerarano yekhaya
sama_nbl_13h18feb2022_0036.wav,6.5,N,ababelethi babafundi besikolo secibeni [senior secondary school]
sama_nbl_13h18feb2022_0038.wav,6.1,N,yaso isikolo lesi njengombana ababelethi izolo sithe nasikhuluma nabo balila ke obekakhulumela ababelethi
sama_nbl_13h18feb2022_0039.wav,4.8,N,balile ngokuthi ke isikolo lesi sinesibalo esiphezulu khulu sabentwana begodu ke
sama_nbl_13h18feb2022_0042.wav,9.1,N,ezinye iindawo sokukatela kubalwa eentradeni emmangweni evulekileko kunye neendaweni zokuzithabulula
sama_nbl_13h18feb2022_0043.wav,8.5,N,eselel uzwa ngalesisikhathi emrhatjhweni ikwekwez kukhanya bha mina ke ngizidemba nje nginguhleziphi wakwantuli ngivezwa nguzolothi masango
sama_nbl_13h18feb2022_0044.wav,6.1,N,ngezinye zeendaba esiqale ukuthi sikuphathele zona ke namhlanje ngaphambi kokuthi ke silisonge ihlelo uzakuthi nasele unok
sama_nbl_13h18feb2022_0045.wav,6.8,N,njengombana umphakathi uyile nekhansela liyile bayokubona kuthi ke mbala injalo lento
sama_nbl_13h18feb2022_0047.wav,5.1,N,e ngakwandebele ngesifundeni sempumalanga lapha abafundaba bathuswe mamanzi
sama_nbl_13h18feb2022_0048.wav,5.2,N,yama [matric]  phela bangaphezu kwamamakhulu amane amamethriki abatlole
sama_nbl_13h18feb2022_0049.wav,6.9,N,kani ikhotho yetjhingalanga yendiya esifundeni [gojarad] igwebe abantu abamatjhumi  amathathu nobunane
sama_nbl_13h18feb2022_0050.wav,7,N,hlangana nabongazimbi ngomulebogeng mothibeli usara
sama_nbl_13h18feb2022_0051.wav,6.8,N,ukhumbule ukuthi nawugadangisako ube guda nanyana nomrhatjho  kuzwakale wena kungezwakala wena ngapha uyakhuluma nomrhatjho ngapha
sama_nbl_13h18jun2021_0001.wav,6.9,N,akuthi ke nasele kunalokho ofuna ukuphawula ngakho i [email address sidembazemini at s_a_b_c dot c_o dot z_a]
sama_nbl_13h18jun2021_0003.wav,5.7,N,hlangana nehlelo njengemhleni likhona ithuba lokuzwakalisa umbonwakho ngalokho ufuna uphawula ngakho
sama_nbl_13h18jun2021_0004.wav,5.3,N,batjhinge ngakwamaspala wethembisile hani lapha bayokufuna khona iimpendulo
sama_nbl_13h18jun2021_0005.wav,6.3,N,ibambe ipholisa lessfunda sakwazulu natal ngezwangobatjho yokukata umntazinyana wemnyaka ebunane ubudala
sama_nbl_13h18jun2021_0006.wav,5.3,N,kanti ke ngezinye iindaba esikqalele zona ke ozozizwa namhlanje ehlelweni sidemba zemini 
sama_nbl_13h18jun2021_0007.wav,13.9,N,ukuthi i [mail] le bayidlulisele esiphandeni sangena hlangana nomraro lo bona bacabanga ukuthi sewulungile umraro lo bebacabanga ukuthi koke kulungile ufikelela bezwa khona iindaba abazizwe namhlanje
sama_nbl_13h18jun2021_0008.wav,4.9,N,athule ubufakazi ngaye ekomtjhini elalela izwangobatjho yokuthunjwa kwelawulo lombuso
sama_nbl_13h18jun2021_0009.wav,5.2,N,kunomuntu ngehlangothini lomtjhayeli adunyuzwe amahlandla amane
sama_nbl_13h18jun2021_0012.wav,6.6,N,ngiyalotjhisa eendabeni ze awa lokuthoma kukwekwezi ezifundwa nguthembisile wakwamnisi
sama_nbl_13h18jun2021_0013.wav,8,N,usolwa uthi balindele ukuthi afake isibawo sebheyili amalanga nakamatjhum amabili nane enyangeni le
sama_nbl_13h18jun2021_0015.wav,6,N,asitjhidele uthembisile mnisi asirhunyezele [mrs midas] ngyathokoza hleziphi
sama_nbl_13h18jun2021_0017.wav,5.2,N,sikhuluma ngomphakathi la owakhele umasipala we hembisile hani ngempumalanga ebalilako ngokuthi ke
sama_nbl_13h18jun2021_0019.wav,9.6,N,bukhazikhazi yikoloyi nemgodla yemali ugigaba obekathula ufakazi ekomitjhini le [park town] ejwanisbhege namhlanje indaba le uyibeke ngalendlela
sama_nbl_13h18jun2021_0020.wav,7.4,N,ulisufi uthi yoke imininingwana ngesehlakalwesi yokudluliselwa emapholiseni ukuthi aphenye
sama_nbl_13h18jun2021_0021.wav,4.9,N,bathe ukufika khonake bafunyana ikoloyi yomhlobo we [mercedes benz] isadumua
sama_nbl_13h18jun2021_0024.wav,4.8,N,kukwekwezi f_m kukhanya bha iindab ekhamba phambili ngalesi sikhathi ngethi
sama_nbl_13h18jun2021_0026.wav,5.1,N,uthi ufike izolo enarheni le umthwalo womjovo ekubingwe ngawo ukuhlaba  abotitjhere benarha
sama_nbl_13h18jun2021_0028.wav,5.7,N,olalela emrhatjhweni ikwekwezi kukhanya bha kanti thinake esizidembakwezi zivezwa ngunombuso mahlangu
sama_nbl_13h18jun2021_0029.wav,5.4,N,umjaphethe wokuba ngungqogqotjhe womnyango wezamaphilo umamuluko kubayi ngubane
sama_nbl_13h18jun2021_0030.wav,8.8,N,ungqongqotjhe walokha womnyango wezamabizinisi wombuso umalusi gigaba ukholwa ukuthi ibangae lokuthi ukosikazakhe angasahlali naye nawomu mngoma
sama_nbl_13h18jun2021_0032.wav,7.2,N,ukutheleleka abafundi nabotitjhere ukubayi ngubane lokho ukutjho nabeka khuluma ngethungelelwano le inthanethi
sama_nbl_13h18jun2021_0033.wav,5.8,N,eh namkha njani na njengombana sisafunana nomnyango wezefundo lapha esifundeni se [gauteng]
sama_nbl_13h18jun2021_0034.wav,5,N,ngokutjho kwawoke amapholisa abikelwe ngesehlakalwesi bekarhabele khona
sama_nbl_13h18jun2021_0035.wav,5.4,N,ashlabele phambili ke selikhomba nje ngemva kweyokuthoma siqale lezi ke zamapholisa
sama_nbl_13h18jun2021_0038.wav,5.1,N,uqinisekisa nokuthi ufikile enarheni le izolo ngaphambi kwe awa lesithandathu
sama_nbl_13h18jun2021_0039.wav,6.1,N,abayifunyani eh imirholo yabo namkha abayifunyana ngendlela efaneleko imrholo yabo namhlanje
sama_nbl_13h18jun2021_0041.wav,5.5,N,nikela ababelethi ubudisi zokuthi abamtwana babuyela ngokuzeleko esikolweni
sama_nbl_13h18jun2021_0042.wav,7.7,N,ungazimbi walimala lokhu okubabazekako uthi ipholiseli livele kafitjhazana ekhotho kamarhastrada e [pietermaritzburg]
sama_nbl_13h18jun2021_0043.wav,6.3,N,ayithathi hlangothi kuzwakele thembi sithokozile mthandathu Imizuzu nje ngemva kwesimbi yokuthoma lihlelo sidemba zemini
sama_nbl_13h21feb2022_0001.wav,5.8,N,lungelo wobuntu elalele iphenyo elimayelana nemitjhagalo eguruzelako
sama_nbl_13h21feb2022_0003.wav,9.7,N,ahlale atinazela ngento angayizwisisiko nowakhe waba ngundunakulu sesifunda se [free state] nabanye abasolwa alitjhumi nahlanu
sama_nbl_13h21feb2022_0005.wav,6.8,N,lenze imisebenzalo naphezu kokuqalana neentjhijilo zokuba neensetjenziswa ezitlhayelako
sama_nbl_13h21feb2022_0007.wav,6.9,N,eh ngokusekelwa itheknoloji kubalwa ukufunda nokufundisa ngeqophelo eliphezulu
sama_nbl_13h21feb2022_0008.wav,7,N,i [n two] ejwanasbhege namhlanje uthi iingozi ezinengi zenzeke phakathi kwangomgqibelo
sama_nbl_13h21feb2022_0010.wav,5.7,N,konakala nemithangalasisekelo eemfundeni lezi utjele ikomitjhini ukuthi
sama_nbl_13h21feb2022_0012.wav,6.8,N,nangomvulo begodu eziyi [ninety percent] zazo zibangwe ukuziphatha kwabasebenzisi beendlela
sama_nbl_13h21feb2022_0013.wav,7.8,N,ekuthomeni namhlanje esentheni etlhagwini yejwanasbhege phela kwabhubha abantu ababalelwa emakhulwini amathathu
sama_nbl_13h21feb2022_0014.wav,6.2,N,ekungujanabari bekasitjho lokhu nabeka khuluma nabe kuhlonywa ihlelo
sama_nbl_13h21feb2022_0017.wav,4.7,N,athweswe wona uthi amakhotho afuna ukumenza ukuthi
sama_nbl_13h21feb2022_0019.wav,5.4,N,ekwenzeni ngepumelelo umsebenzawo nabekakhuluma namalunga wephikweli
sama_nbl_13h21feb2022_0022.wav,7.6,N,namhlanje lilanga lokugidinga ukuqakatheka kwelimi ilimi elimunyiweko elibizwa nge [international]
sama_nbl_13h21feb2022_0023.wav,9.1,NS,[my god] umengameli u [cyril] ramaphosa wamukele intjhijilo eziqalene nephiko lamajoni wezokuvikela enarheni 
sama_nbl_13h21feb2022_0024.wav,4.9,N,ekuyi [fifteen] asolwa nabo nekubalwa hlangana neenkampani ezihlanu
sama_nbl_13h21feb2022_0025.wav,5.4,N,ngibubhe abantu abama makhulu alikhomba namasumi alikhomba nane
sama_nbl_13h21feb2022_0026.wav,6.4,N,yesifunda se [gauteng] sibike isibalo esiphezulu sokubhubha kwabantu la sibe nembiko
sama_nbl_13h21feb2022_0028.wav,6.9,N,nomphakathi akhambele ukugidinga ilanga lamajoni embombela esifundeni sepumalanga 
sama_nbl_13h21feb2022_0030.wav,5.1,N,uthi akazi litho ngamacala amatjhumi alikhomba ekuyi [seventy]
sama_nbl_13h21feb2022_0031.wav,5.5,N,iphiko lamajoni njengamanye amaphiko umbuso ukatelela ukuthi
sama_nbl_13h21feb2022_0032.wav,8.9,N,esithi [using technology for multilingual learning] ngehloso yokuthuthukisa ifundo yenarha yesewula afrika ngamalimi ahlukileko
sama_nbl_13h21feb2022_0033.wav,6.4,N,uthi kuyokuthulwa amahlelo wokuphepha endleleni ebantwini abatjha naba
sama_nbl_13h21feb2022_0034.wav,7.2,N,ekuyi [five] baqalene namacala angaphezulu kwamatjhumi alikhomba wokukhwabanisa
sama_nbl_13h21feb2022_0035.wav,5.8,N,kuzwakele dibobos thina sesizphetheko ke namhlanje esizozidemba ehlelweni lethu 
sama_nbl_13h21feb2022_0036.wav,6,N,zikhona nezinye ezokukhambisana nazo lezi ke esizozidemba msinyazana nje asitjhidele undala asirhunyezele ndala
sama_nbl_13h21feb2022_0037.wav,5.7,N,lokukhitjhwa kweembalobalo zeengozi zaqobe nyanga endleni enguthelawalisa
sama_nbl_13h21feb2022_0038.wav,5.3,N,uzwakele ndala ilikhomba imizuzu ngemva kwesibi yokuthoma silotjhisile ngokutjho njalo
sama_nbl_13h21feb2022_0039.wav,10.8,N,eh mlaleli wekwekwezi f_m kanti ke sisehlelweni sidemba zemini lanamhlanjesi ke ngilibambisene nonombuso mahlangu eenkunibheni sinokhethukuthula sibanyoni ukhona ubobo da beat ngejwanasbhege
sama_nbl_13h21feb2022_0040.wav,7.2,N,hlangana nehlelo elikhona ithuba njengemhleni i [email address] ksesengiyo sidembazemini [at s_a_b_c dot c_o dot z_a]
sama_nbl_13h22apr2021_0001.wav,11.8,N,kanti bekasidisi iinyanga ezibunane ngesikhatheso kanti abanye abafundi beyunivesithi ye [cappe town] barhabela ukuyothatha izinto zabo ukulandela umlilo oqubuke
sama_nbl_13h22apr2021_0006.wav,6.4,N,abafundi ebahlala efula ne [smart hall] nabo kufuze bothatha izinto zabo
sama_nbl_13h22apr2021_0009.wav,5.8,N,njengombana sakhe sakhuluma ngayo kanengi nkhulu indaba yesibhedlela sange denelthenizinengi ke iinlilo
sama_nbl_13h22apr2021_0013.wav,7.5,N,ngezinye iindaba eziphathelene zona ke elangeni lanamhlanje kanti ke kuyamatjhwake nalapha ngesibhedlela sangedennilton
sama_nbl_13h22apr2021_0014.wav,7.4,N,ngazo lezi ke silinga nokho ke ukuthi sibafunyaneke ababikiindaba be s_a_b_c abasiqalele zona ke ngehlilo eliseduze
sama_nbl_13h22apr2021_0015.wav,4.8,N,njengombana kunesiqhema samalunga womphakathi esitjhagalako ngaphandle kwemayini le
sama_nbl_13h22apr2021_0016.wav,4.7,N,abasolwabake basolwa ngekohlakalo nokhupha iincwadi zokutjhayela ngokungasisemthethweni
sama_nbl_13h22apr2021_0017.wav,9.3,N,i [national traffic corruption]  libophe udorhodere owelaphako kunye neenkhulu eentathu zomnyango othathisa iincwadi zokutjhayela
sama_nbl_13h22apr2021_0018.wav,6.5,N,lokhu ngemva kokuthi kubotjhwe umarhastrada wakwazulu natal ebamthathisa ilayisense ngomnyaka ka [twenty eighteen]
sama_nbl_13h22apr2021_0020.wav,7.3,N,iimayini esendaweni leya yangemarekana bathi bafuna umsebenzi lokhu kwenze ukuthi abanye babo
sama_nbl_13h22apr2021_0022.wav,7.5,N,kwakadorhodere olaphako kunye neenkhulu eentathu zomnyango othathisa amalayisense ngesifundeni
sama_nbl_13h22apr2021_0024.wav,12.4,N,amapholisa abophe ushoba ekhayalakhe e [florida] ekthomeni nonyaka ngemva kokuthi indoda elahlwe licala lokubulala upule yenza isivumelwano nombuso ukufakaza ngoshoba
sama_nbl_13h22apr2021_0025.wav,6,N,waphakathi kwesikhathi walonyaka ithathe ngobutjha ilawulo lamawadi alitjhumi
sama_nbl_13h22apr2021_0028.wav,7.2,N,linye yalthatha ehlanganweni ye d_a e naysna etjingalanga kapa elinye kwamaphumulo kwazulu natali
sama_nbl_13h22apr2021_0029.wav,8.4,N,ikhotho neyiqhitha isibawo sakhe iveze bona abatjhutjhisi bendlala kwakhanya amacala abekwe utlakudi
sama_nbl_13h22apr2021_0032.wav,6.1,N,eh ukukhandela abasebenzi ebeze ku [nightshift] bona bangangeni emsebenzini
sama_nbl_13h22apr2021_0033.wav,5.5,N,lapha buthoma godu ukuba bumbi ubujamo ngemarekana 
sama_nbl_13h22apr2021_0034.wav,5,N,ngeveke ephelileko kanti bebahlaliswe emawotela ahlukeneko [cape town]
sama_nbl_13h22apr2021_0035.wav,10.6,N,kanti bohlaliswa kwesigiyani kwenye yeendawo umfundi wonyaka wokuthoma usiyabonga nhlapho uhlathulula ahlangabezane nakho
sama_nbl_13h22apr2021_0036.wav,9.9,N,[is more than ready for this election] kanti ikhabinedi izibophelele ekthuthukiseni imkhawulo yoke yelwandle esewula afrika emizameni
sama_nbl_13h22apr2021_0037.wav,5.9,N,litshwiliswele ngomhlaka [twenty six] inyanga le ekhotho kamarhastrada we [rodepoort]
sama_nbl_13h22may2021_0001.wav,11.4,N,owakhe waba ngusomkhandlu womnyango wezepilo esifundeni se  [gauteng] udorhodere bandile masuku wamukele isiqunto sekomidi ephezulu yokukhalima
sama_nbl_13h22may2021_0004.wav,5.5,N,we ofisi lobumengameli ukhuse laliko ekumayelana nedaba eliyihlazo
sama_nbl_13h22may2021_0005.wav,7.7,N,uthi isiquntwesi sibuyisele ukuthemba ihlanganoi i a_n_c namahlelwayo
sama_nbl_13h22may2021_0007.wav,9.3,N,kubhubhe abathathu kwalimala okubabazekako ababili ngemva kokutjhiyisana ubuso nobuso kweenkoloyi ezimbili
sama_nbl_13h22may2021_0008.wav,6.6,N,noyedwa wembhaji nomntwana uthi abasebenzi bomnyango weenqima mlilo
sama_nbl_13h22may2021_0009.wav,5.6,N,kwesilinganiso esiyi [seven point four] endaweni ehlala abantu abanengi
sama_nbl_13h22may2021_0010.wav,5.6,N,ubonginkosi madikizela kizo zoke iinkhundla inyanga ephelileko
sama_nbl_13h22may2021_0011.wav,5,N,kubhubhe abantu abathathu ngemva kokusikinyeka kwephasi ekuyi eart
sama_nbl_13h22may2021_0014.wav,8.8,N,elibetheke khulu ukudlula amanye amadorobha ngokukhamba kwama awara ambalwa kube nokhunye godu ukusikinyeka kwephasi
sama_nbl_13h22may2021_0015.wav,5.7,N,nekuligadango elincani khulu nokubakhandela ukuthi bangavowudi kumabhalo
sama_nbl_13h22may2021_0018.wav,6.6,N,yesifunda elandelako ekulindeleke ukuthi iyokubanjwa eminyakeni emibili ezako
sama_nbl_13h22may2021_0019.wav,7.9,N,newengubo oyedwa nomntwana uthi ekoloyini yesibili kulimele okubabazekako abantu ababili
sama_nbl_13h22may2021_0021.wav,6.3,N,abanye abantu abalimeleko engphetha ngazo ngaleli aw
sama_nbl_13h22may2021_0022.wav,5.5,N,yekohlakalo yokuthengwa kwensiza zokuvikela engogwaneni ye [corona]
sama_nbl_13h22may2021_0025.wav,5.5,N,endleleni i [n two] ephakathi kwemandeni nenzinkwazi [offramp]
sama_nbl_13h22may2021_0026.wav,5.7,N,ukuthi imiphakathini isebenza imtjhagalo yokutjhakarhalela iinsiza
sama_nbl_13h22may2021_0027.wav,5.6,N,uyokuba libambele lomrholi wehlangano le bekube kula i d_a ibamba i [congress]
sama_nbl_13h22may2021_0029.wav,8.8,N,nofana ekungasizo u [freeds] usese mphathi omkhulu womnyango wokuphepha komphakathi esifundeni
sama_nbl_13h22may2021_0030.wav,6,N,ngemva kubandakanyeka endabeni emayelana neziqu ezimamala
sama_nbl_13h22may2021_0031.wav,5.3,N,uveze ukuthi uk'khamba kwakhe inarha yoke kumtjengise ukuthi
sama_nbl_13h22may2021_0032.wav,9.6,N,yehlangano ye a_n_c ikomidi le ithole ukuthi akukho okuphambene nomthetho okwenze ngumasuku nomkhulumeli
sama_nbl_13h22may2021_0033.wav,4.9,N,phetha ngeendaba zeentjhabatjhaba zona ezithi iimphathimandla enarheni ye [china] zithi
sama_nbl_13h22may2021_0036.wav,9.9,NS,ukusekela iinkhulu zakamasipala ngaphambi kokubanjwa kwamakhetho [there is another form of priorities that is guaranteed to get better result]
sama_nbl_13h22may2021_0038.wav,4.8,N,umrhatjho ikwekwezi f_m kukhanya bha
sama_nbl_13h22may2021_0039.wav,5.1,N,bathunyelwe endaweni leyo la bayophekelela khona
sama_nbl_13h24jul2021_0001.wav,5.2,N,wengogwana ye [corona]  kezefundo nabe kabikela iimbikiindaba epitorapha
sama_nbl_13h24jul2021_0002.wav,5.9,N,namatjhumi amathathu nekhomba ekuyi [one hundred and thirty seven] ezoniweko
sama_nbl_13h24jul2021_0003.wav,5.7,N,ekufinyeleleni eenkulungwane zemizi njengoba isibalo sabantu babhubhile
sama_nbl_13h24jul2021_0004.wav,5.7,N,nasitjheja indaba zeentjhabatjhaba ezivela enarheni ye indiya khona sifumana iindaba ezithi
sama_nbl_13h24jul2021_0005.wav,15.1,N,ngokulungela komkhakha wezefundo ukuvula ngobutjha kweenkolo umotsega uthe boke  abosomkhandlu beminyango yezefundo bebenza amalungiselelo wokuqinisekisa ukuthi iinkoloyi ziyavulwa ngomvulo
sama_nbl_13h24jul2021_0008.wav,5.5,N,sikhuphuke sayokufika ku [one hundred and twenty five] ngemva kokuya kwamatje
sama_nbl_13h24jul2021_0009.wav,7,N,elagcinwa ukubona ngemva kweminyaka ematjhumi amaneiekuyi [fourty] eyadlulako
sama_nbl_13h24jul2021_0010.wav,7.9,N,kusese namanye amalunga womkhakha lo angakajovwa naphezu kukuthi umnyango wezepilo uwabekele phambili
sama_nbl_13h24jul2021_0011.wav,5.8,N,neensolo zamapholisa ngokungenzi lutho ngemva kwezehlakalo zokubulawa kwabantu
sama_nbl_13h24jul2021_0012.wav,9,N,umnyaka opheleleko bekube ngomhlolanja kufeberbari umnyaka ophezulu lo kubhubhe abotitjhere abangaphezu kwekulungwane
sama_nbl_13h24jul2021_0013.wav,6.5,N,ube wanikela nangamahlelo womkhakha wezefundo wokuphendula emtheleleni
sama_nbl_13h24jul2021_0015.wav,6.8,N,bayokuphekelelwa kiboyisemkhulu ngepelaveke le imphakathi ilila ezimathosi mayelana
sama_nbl_13h24jul2021_0016.wav,15.4,N,[and admin blocks with a target] kusesenjalo umotsega uthi abotitjhere abangaphezu kweekulungwane ezimatjhumi amathathu ekuyi [thirty thousand] batheleleke ngengogwana ye [corona] nekwenza ukuthi
sama_nbl_13h24jul2021_0017.wav,8.1,N,lithole ilwazi eliphikisana nokugula okuhlobene nokujovelwa ingogwana kwabantu abangaphezu
sama_nbl_13h24jul2021_0018.wav,4.7,N,[one point six] elahlekileko a ikoloyi le
sama_nbl_13h24jul2021_0019.wav,6.8,N,esisusa ivalo lomphakathi la kuvele ukuthi abantu abamatjhumi amabili nobunane okuyi [twenty eight]
sama_nbl_13h24jul2021_0020.wav,11,N,ngephimbo lakajanabari ndala lothjani ungqongqotjhe womnyango wefundo sisekelo u [angie] motsega uthi iindleko zomonakalo weenkolo ezonwe
sama_nbl_13h24jul2021_0021.wav,5.8,N,bangakghoni ukukuyojovelwa ingogwana uthi kusuka ngenyanga kantaka okungumatjhi 
sama_nbl_13h24jul2021_0022.wav,7.7,N,owakhe  waba ngusihlalo wekomiti yomkhandlu urhudula ngeendaba zengogwana ye [corona] enarheni
sama_nbl_13h24jul2021_0023.wav,9.6,N,kungenzeka ukuthi babhubhe ngemva kojovelwa ingogwana ye [corona] iziko elawula imitjhoga enarheni le i sapra ngokurhunyeziweko
sama_nbl_13h24jul2021_0024.wav,5.1,N,ithi ibangwe kusahlela kwezulu elikhulu izulu ebelina ngamandla
sama_nbl_13h24jul2021_0026.wav,7,N,ukhumbuzo ntjabeni uthe kubotjhwe abantu sebaboke abamatjhumi amabili ekuyi [twenty]
sama_nbl_13h24jul2021_0028.wav,5.7,N,amaziko wezefundo amathathu nama ofisi wamasekhethi abunane
sama_nbl_13h24jul2021_0030.wav,4.9,N,zingaphezu kwemali engangeengidi ezimakhulu amathathu wamaranda
sama_nbl_13h24jul2021_0031.wav,6.7,N,[nine nine one g_p] oybonako nanyana oyibonileko 
sama_nbl_13h24jul2021_0032.wav,6.1,N,ubabu skosana nguye umnikazi wekoloyi kunasi inomboro ethi [zero seven two]
sama_nbl_13h24jul2021_0033.wav,6.6,N,ukuyokuqala ukuphepha uthi isifundo sakwazulu natal sineenkolo ezilikhulu
sama_nbl_13h24jul2021_0034.wav,7.7,N,abanye babantu ekusolakala ukuthi nabe kubanjwe imitjhagalo e [phoenix] etlhagwini ye [durban]
sama_nbl_13h24jul2021_0035.wav,5.7,N,indaweni leya phela izolo ibambela lakangqongqotjhe nge ofisi lobumengameli
sama_nbl_13h24jul2021_0036.wav,6.1,N,mayelana namacala ahlobene nokubulala endaweni leya umndeni wakwakhumalo kwamashu
sama_nbl_13h24jul2021_0037.wav,6.5,N,itlhagwini ye [durban] kungcwaba abantu ababili ekungu  dalina nomzukulwanakhe 
sama_nbl_13h24jul2021_0038.wav,7.1,N,[national corona virus command counsel] u [professor glenda turey] usazisa samvanje sezepilo
sama_nbl_13h24may2023_0001.wav,10.5,N,amapholisa wesifunda kwazulu natal abawe izakhamuzi ze [newlands east durban] zize ngaphambili nemininingwana engawasiza ngemva kwesehlakalo sokudumuza 
sama_nbl_13h24may2023_0002.wav,5.6,N,ngemva kokuthi sekukhuphuke isibalo sabantu ababhubhileko ngonobangela wobulwele be [corona]
sama_nbl_13h24may2023_0003.wav,11.3,B,isimbi yokuthomako poro ehloko umrhatjho yikwekwezi f_m kukhanya bha hlangana nendaba esiziphetheko ehlelweni sidemba zemini namhlanje
sama_nbl_13h24may2023_0004.wav,13,N,nakuzahlongakala abentwana abamatjhumi amabili nanye abangaphasi kweminyaka ematjhumi amabili nanye ubudala nyakenye ubufakazi lo ngewesithathu otulai ubufakazi solo kuthome ukugwetjwa kweqaleli
sama_nbl_13h24may2023_0005.wav,6.8,N,unonhlanhla nshingila simphiwe mabena ulerato mavula babmbisene noneria mokwena yena ngosemtjhinini
sama_nbl_13h24may2023_0006.wav,7.5,N,wamanzi angakahlwengeki namhlanje othula ubufakazi lapha kuphenywa khona indaba ye [life] sidimeni ngundunakulu walokha
sama_nbl_13h24may2023_0007.wav,7.3,N,ikhotho izwe nokuthi ngemva kwalokho abantwanaba babhalelwa kuphefumula abanye bayayatha uthi umnyango lo
sama_nbl_13h24may2023_0008.wav,10,N,mina ngingunompumela mahlangu lotjhani hlalangana neendaba esikphathele zona emini namhlanjesi sizokuqala ukuthi bunjani ubujamo ngale ngakumaspala wetshwane
sama_nbl_13h24may2023_0010.wav,7.1,N,sngyalotjhisa eendabeni ze awa lokuthoma kukwekwezi f_m ezifundwa nguthembisile wakwa mnisi
